NrOfRowsMerged,SIKB,OtherEnglishAlias,NVWA,ValidCas,REWAB,KIWAnumber,SIKBcode,BestCid,BestCas,ValidCid,MicrobialParameters,OtherDutchAlias,HGC,Warnings,REWAB_units,REWAB_CASnumber,Other_CASnumber,AllowMergeRows,FeatureDataBase,Category,SIKB_CASnumber,NVWA_CASnumber,SIKB_Group,DefaultUnits,Feature
1,[],"[""2,3 ', 4', 5'-Tetrachlorobiphenyl""]",[],['70362-48-0'],"[""2,3',4',5'-tetrachloorbifenyl""]",['1268'],[],[51042],['70362-48-0'],[51042],[],[],[],[],µg/L,['70362-48-0'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 51042
2,"[""3,4,4',5-tetrachlorobifenyl""]","[""3,4,4 ', 5-tetrachlorobiphenyl"", ""3,4,4\xa0', 5-tetrachlorobiphenyl""]",[],['70362-50-4'],"[""3,4,4',5-tetrachloorbifenyl""]",['1273'],['PCB81'],[51043],['70362-50-4'],[51043],[],[],[],[],,[],[],True,PubChemCompound,,['70362-50-4'],[],ChemischeStof,μg/L,PubChemCid 51043
2,['roxitromycine'],['roxithromycin'],[],['80214-83-1'],['roxithromycine'],['6027'],['roxtmcne'],[5106],['80214-83-1'],"[5106, 54548, 444037, 5362068, 5480431, 6915744, 9567573, 45588114, 46705420, 73759751, 122172998, 126969152, 133611834, 137704612, 139592915]",[],[],[],[],,[],[],True,PubChemCompound,,['80214-83-1'],[],ChemischeStof,μg/L,"PubChemCid 5106, PubChemCid 54548, PubChemCid 444037, PubChemCid 5362068, PubChemCid 5480431, PubChemCid 6915744, PubChemCid 9567573, PubChemCid 45588114, PubChemCid 46705420, PubChemCid 73759751, PubChemCid 122172998, PubChemCid 126969152, PubChemCid 133611834, PubChemCid 137704612, PubChemCid 139592915"
1,[],"[""2,3,3 ', 4', 5-pentachlorobiphenyl""]",[],['70424-68-9'],"[""2,3,3',4',5-pentachloorbifenyl""]",['1299'],[],[51074],['70424-68-9'],[51074],[],[],[],[],µg/L,['70424-68-9'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 51074
2,"[""2,3,3',4,5-pentachloorbifenyl""]","[""2,3,\xa03 ', 4,5-pentachlorobiphenyl""]",[],['70424-69-0'],"[""2,3,3',4,5-pentachloorbifenyl""]",['1298'],['PCB107'],[51075],['70424-69-0'],[51075],[],[],[],[],,[],[],True,PubChemCompound,,['70424-69-0'],[],ChemischeStof,μg/L,PubChemCid 51075
1,"['1,2,3,4,7,8-hexachloordibenzofuraan']","['1,2,\xa03,4,\xa07,8-hexachloordibenzofuraan']",[],['70648-26-9'],[],[],['PCDF118'],[51130],['70648-26-9'],[51130],[],[],[],[],,[],[],True,PubChemCompound,,['70648-26-9'],[],ChemischeStof,μg/L,PubChemCid 51130
1,['tributyltrithiofosfaat'],['tributyl trithiophosphate'],[],['78-48-8'],[],[],['TC4yTtoPO4'],[5125],['78-48-8'],[5125],[],[],[],[],,[],[],True,PubChemCompound,,['78-48-8'],[],ChemischeStof,μg/L,PubChemCid 5125
1,"['ammonium 2,3,3,3-tetrafluor-2-(heptafluorpropoxy)-propanoaat']","['ammonium\xa02,3,\xa03,3-tetrafluoro-2- (heptafluoropropoxy) propanoate']",[],['62037-80-3'],[],[],['FRD-902'],[51342034],['62037-80-3'],[51342034],[],[],[],[],,[],[],True,PubChemCompound,,['62037-80-3'],[],ChemischeStof,μg/L,PubChemCid 51342034
2,['benalaxyl'],['benalaxyl'],[],['71626-11-4'],['benalaxyl'],['8036'],['benlxl'],[51369],['71626-11-4'],[51369],[],[],[],[],,[],[],True,PubChemCompound,,['71626-11-4'],[],ChemischeStof,μg/L,PubChemCid 51369
2,['saccharine'],['saccharin'],[],['81-07-2'],['saccharine'],['2278'],['saccrne'],[5143],['81-07-2'],[5143],[],[],[],[],,[],[],True,PubChemCompound,,['81-07-2'],[],ChemischeStof,μg/L,PubChemCid 5143
1,['safrol'],['safrole'],[],['94-59-7'],[],[],['safl'],[5144],['94-59-7'],[5144],[],[],[],[],,[],[],True,PubChemCompound,,['94-59-7'],[],ChemischeStof,μg/L,PubChemCid 5144
1,['fomesafen'],['fomesafen'],[],['72178-02-0'],[],[],['fomsfn'],[51556],['72178-02-0'],[51556],[],[],[],[],,[],[],True,PubChemCompound,,['72178-02-0'],[],ChemischeStof,μg/L,PubChemCid 51556
2,['chlozolinaat'],['chlozolinate'],[],['72391-46-9'],['chlozolinaat'],['8835'],['chlozlnt'],[51574],['72391-46-9'],[51574],[],[],[],[],,[],[],True,PubChemCompound,,['72391-46-9'],[],ChemischeStof,μg/L,PubChemCid 51574
3,['fenoxycarb'],['phenoxycarb'],['FENOXYCARB'],"['72490-01-8', '79127-80-3']",['fenoxycarb'],['8304'],['fenOxcb'],[51605],"['72490-01-8', '79127-80-3']",[51605],[],['fenoxycarb'],[],[],,[],[],True,PubChemCompound,,['72490-01-8'],[],ChemischeStof,μg/L,PubChemCid 51605
1,['natriumthiocyanaat'],['sodium thiocyanate'],[],['540-72-7'],[],[],['NatoCN'],[516871],['540-72-7'],[516871],[],[],[],[],,[],[],True,PubChemCompound,,['540-72-7'],[],ChemischeStof,μg/L,PubChemCid 516871
1,[],['potassium thiocyanate'],['KALIUMTHIOCYANAAT'],['333-20-0'],[],[],[],[516872],['333-20-0'],[516872],[],['kaliumthiocyanaat'],[],[],,[],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 516872
2,[],"['Potassium hydrogen carbonate', 'potassium hydrogen carbonate']","['KALIUMWATERSTOFCARBONAAT', 'KALIUM_WATERSTOFCARBONAAT']","['17353-70-7', '298-14-6']",[],[],[],[516893],['17353-70-7'],[516893],[],"['kalium-waterstofcarbonaat', 'kaliumwaterstofcarbonaat']",[],[],,[],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 516893
1,['natriumchloraat'],['sodium chlorate'],[],['7775-09-9'],[],[],['NaClO3'],[516902],['7775-09-9'],[516902],[],[],[],[],,[],[],True,PubChemCompound,,['7775-09-9'],[],ChemischeStof,μg/L,PubChemCid 516902
1,"['1,2,3,7,8,9-hexachloordibenzofuraan']","['1,2,\xa03,7,\xa08,9-hexachloordibenzofuraan']",[],['72918-21-9'],[],[],['PCDF124'],[51720],['72918-21-9'],[51720],[],[],[],[],,[],[],True,PubChemCompound,,['72918-21-9'],[],ChemischeStof,μg/L,PubChemCid 51720
1,[],['Sodium diethyl dithiocarbamate'],['NA_DIMETH.DITHIOCARB'],['20624-25-3'],[],[],[],[517546],['20624-25-3'],[517546],[],"['dithiocarb', 'natriumdi-ethyldithiocarbamaat']",[],[],,[],['20624-25-3'],True,PubChemCompound,,[],[],,μg/L,PubChemCid 517546
1,[],"[""2,3 ', 4,5'-Tetrachlorobiphenyl""]",[],['73575-52-7'],"[""2,3',4,5'-tetrachloorbifenyl""]",['1260'],[],[51821],['73575-52-7'],[51821],[],[],[],[],µg/L,['73575-52-7'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 51821
1,[],"[""2,2 ', 3,4,6'-Pentachlorobiphenyl""]",[],['73575-57-2'],"[""2,2',3,4,6'-pentachloorbifenyl""]",['1281'],[],[51822],['73575-57-2'],[51822],[],[],[],[],µg/L,['73575-57-2'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 51822
1,['bornylformiaat'],['bornyl formate'],[],['7492-41-3'],[],[],['bornfmat'],[518472],['7492-41-3'],"[518472, 6432696, 13428328, 22211593]",[],[],[],[],,[],[],True,PubChemCompound,,['7492-41-3'],[],ChemischeStof,μg/L,"PubChemCid 518472, PubChemCid 6432696, PubChemCid 13428328, PubChemCid 22211593"
1,[],['S 421'],[],['127-90-2'],['S 421'],['8538'],[],[518659],['127-90-2'],[518659],[],[],[],[],µg/L,['127-90-2'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 518659
1,['diboortrioxide'],['diboron trioxide'],[],['1303-86-2'],[],[],['B2O3'],[518682],['1303-86-2'],[518682],[],[],[],[],,[],[],True,PubChemCompound,,['1303-86-2'],[],ChemischeStof,μg/L,PubChemCid 518682
1,[],['secobarbital'],[],['76-73-3'],['secobarbital'],['6127'],[],[5193],['76-73-3'],[5193],[],[],[],[],µg/L,['76-73-3'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 5193
1,['3-fenyloxazolidine'],['3-phenyloxazolidine'],[],['20503-92-8'],[],[],['3Fyoazldne'],[519787],['20503-92-8'],[519787],[],[],[],[],,[],[],True,PubChemCompound,,['20503-92-8'],[],ChemischeStof,μg/L,PubChemCid 519787
1,['diisobutoxymethaan'],['diisobutoxymethane'],[],['2568-91-4'],[],[],['DiC4oxC1a'],[520226],['2568-91-4'],[520226],[],[],[],[],,[],[],True,PubChemCompound,,['2568-91-4'],[],ChemischeStof,μg/L,PubChemCid 520226
1,['3-hexadeceen'],['3-hexadecene'],[],['34303-81-6'],[],[],['3C16e'],[520683],['34303-81-6'],"[520683, 5364494]",[],[],[],['Alias and CAS both have CID but do not overlap'],,[],[],True,PubChemCompound,,['34303-81-6'],[],ChemischeStof,μg/L,"PubChemCid 520683, PubChemCid 5364494"
1,"['3,5-diethyl-1,2,4-trithiolan']","['3,5-diethyl-\xa01,2,\xa04-trithiolan']",[],['54644-28-9'],[],[],['35DC2y124Tto'],[520895],['54644-28-9'],[520895],[],[],[],[],,[],[],True,PubChemCompound,,['54644-28-9'],[],ChemischeStof,μg/L,PubChemCid 520895
1,[],"[""2,2 ', 3,6'-Tetrachlorobiphenyl""]",[],['41464-47-5'],"[""2,2',3,6'-tetrachloorbifenyl""]",['1238'],[],[521055],['41464-47-5'],[521055],[],[],[],[],µg/L,['41464-47-5'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 521055
1,[],['tetramethylhexadiene'],[],['51504-54-2'],['tetramethylhexadieen'],['1020'],[],[521333],['51504-54-2'],[521333],[],[],[],[],µg/L,['51504-54-2'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 521333
2,['sulfadiazine'],['sulfadiazine'],[],['68-35-9'],['sulfadiazine'],['6029'],['sulfdazne'],[5215],['68-35-9'],[5215],[],[],[],[],,[],[],True,PubChemCompound,,['68-35-9'],[],ChemischeStof,μg/L,PubChemCid 5215
3,['simazine'],"['simazin', 'simazine']",['SIMAZIN'],"['122-34-9', '39291-64-0']",['simazin'],['8547'],['simzne'],[5216],['122-34-9'],[5216],[],['simazin'],[],[],,[],[],True,PubChemCompound,,['122-34-9'],[],ChemischeStof,μg/L,PubChemCid 5216
1,['2-propylheptaanzuur methylester'],['2-propylheptanoic acid methyl ester'],[],['56247-53-1'],[],[],['2C3yC7azrC1y'],[521721],['56247-53-1'],[521721],[],[],[],[],,[],[],True,PubChemCompound,,['56247-53-1'],[],ChemischeStof,μg/L,PubChemCid 521721
2,['endrinaldehyde'],['endrinaldehyde'],[],['7421-93-4'],['endrinaldehyde'],['8633'],['endAh'],[522524],['7421-93-4'],"[522524, 12147604, 134688303, 138394063]",[],[],[],['Alias and CAS both have CID but do not overlap'],,[],[],True,PubChemCompound,,['7421-93-4'],[],ChemischeStof,μg/L,"PubChemCid 522524, PubChemCid 12147604, PubChemCid 134688303, PubChemCid 138394063"
1,['natriumchloride'],['sodium chloride'],[],['7647-14-5'],[],[],['NaCl'],[5234],['7647-14-5'],[5234],[],[],[],[],,[],[],True,PubChemCompound,,['7647-14-5'],[],ChemischeStof,μg/L,PubChemCid 5234
1,['natriumjodide'],['sodium iodide'],[],['7681-82-5'],[],[],['NaI'],[5238],['7681-82-5'],[5238],[],[],[],[],,[],[],True,PubChemCompound,,['7681-82-5'],[],ChemischeStof,μg/L,PubChemCid 5238
2,['prednicarbaat'],['prednicarbaat'],[],['73771-04-7'],['prednicarbaat'],['6163'],['predncbt'],[52421],['73771-04-7'],"[52421, 6714002, 60148445, 73759782, 134689747]",[],[],[],[],,[],[],True,PubChemCompound,,['73771-04-7'],[],ChemischeStof,μg/L,"PubChemCid 52421, PubChemCid 6714002, PubChemCid 60148445, PubChemCid 73759782, PubChemCid 134689747"
1,['trichloornaftaleen'],['trichloronaphthalene'],[],['1321-65-9'],[],[],['TClNaf'],[524223],['1321-65-9'],[524223],[],[],[],[],,[],[],True,PubChemCompound,,['1321-65-9'],[],ChemischeStof,μg/L,PubChemCid 524223
2,['sotalol'],['sotalol'],[],['3930-20-9'],['sotalol'],['6048'],['sotll'],[5253],['3930-20-9'],[5253],[],[],[],[],,[],[],True,PubChemCompound,,['3930-20-9'],[],ChemischeStof,μg/L,PubChemCid 5253
1,[],['methyl ethyl trisulfide'],[],['31499-71-5'],['methylethyltrisulfide'],['1763'],[],[525358],['31499-71-5'],[525358],[],[],[],[],µg/L,['31499-71-5'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 525358
1,[],['Spiramycin I'],[],['24916-50-5'],['Spiramycine I'],['6375'],[],[5266],['24916-50-5'],"[5266, 158334, 5284619, 5289394, 6440717, 126968645, 137704528, 146681950]",[],[],[],[],µg/L,['24916-50-5'],[],True,PubChemCompound,,[],[],,μg/L,"PubChemCid 5266, PubChemCid 158334, PubChemCid 5284619, PubChemCid 5289394, PubChemCid 6440717, PubChemCid 126968645, PubChemCid 137704528, PubChemCid 146681950"
2,['spiramycine'],['spiramycin'],[],['8025-81-8'],['spiramycine'],['6028'],['spirmcne'],[5266],['8025-81-8'],"[5266, 5289394, 5353959, 5356392, 5702243, 6419898, 6440717, 44629935, 71729958, 131674879, 134687906, 134715567, 134717663, 137704528]",[],[],[],[],,[],[],True,PubChemCompound,,['8025-81-8'],[],ChemischeStof,μg/L,"PubChemCid 5266, PubChemCid 5289394, PubChemCid 5353959, PubChemCid 5356392, PubChemCid 5702243, PubChemCid 6419898, PubChemCid 6440717, PubChemCid 44629935, PubChemCid 71729958, PubChemCid 131674879, PubChemCid 134687906, PubChemCid 134715567, PubChemCid 134717663, PubChemCid 137704528"
1,['4-methyl-3-thiazoline'],['4-methyl-3-thiazoline'],[],['52558-99-3'],[],[],['4C1y3tazlne'],[526661],['52558-99-3'],[526661],[],[],[],[],,[],[],True,PubChemCompound,,['52558-99-3'],[],ChemischeStof,μg/L,PubChemCid 526661
1,['propanal'],['propanal'],[],['123-38-6'],[],[],['C3al'],[527],['123-38-6'],[527],[],[],[],[],,[],[],True,PubChemCompound,,['123-38-6'],[],ChemischeStof,μg/L,PubChemCid 527
1,[],['N-butylmethylbenzamide'],[],['79242-10-7'],['N-butylmethylbenzamide'],['1732'],[],[527039],['79242-10-7'],[527039],[],[],[],[],µg/L,[],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 527039
1,[],['dibutyl fumarate'],[],['105-75-9'],['dibutylfumaraat'],['1622'],[],[5271570],['105-75-9'],[5271570],[],[],[],[],µg/L,['105-75-9'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 5271570
1,"['2,3,4,6,7-pentachloordibenzofuraan']","['2,3,\xa04,6,\xa07-pentachloordibenzofuraan']",[],['57117-43-8'],[],[],['PCDF112'],[527711],['57117-43-8'],[527711],[],[],[],[],,[],[],True,PubChemCompound,,['57117-43-8'],[],ChemischeStof,μg/L,PubChemCid 527711
1,['linolzuur'],['linoleic acid'],[],['60-33-3'],[],[],['linzr'],[5280450],['60-33-3'],[5280450],[],[],[],[],,[],[],True,PubChemCompound,,['60-33-3'],[],ChemischeStof,μg/L,PubChemCid 5280450
1,"['cis-8,11,14-eicosatrieenzuur']","['cis-\xa08,11,\xa014-eicosatrienoic acid']",[],['1783-84-2'],[],[],['c81114C20aTz'],[5280581],['1783-84-2'],[5280581],[],[],[],[],,[],[],True,PubChemCompound,,['1783-84-2'],[],ChemischeStof,μg/L,PubChemCid 5280581
2,['ergocalciferol'],['ergocalciferol'],[],['50-14-6'],['ergocalciferol'],['8272'],['ergccfrl'],[5280793],['50-14-6'],[5280793],[],[],[],[],,[],[],True,PubChemCompound,,['50-14-6'],[],ChemischeStof,μg/L,PubChemCid 5280793
1,['gamma-linoleenzuur'],['gamma linolenic acid'],[],['506-26-3'],[],[],['glnlzr'],[5280933],['506-26-3'],[5280933],[],[],[],[],,[],[],True,PubChemCompound,,['506-26-3'],[],ChemischeStof,μg/L,PubChemCid 5280933
1,['alfa-linoleenzuur'],['alpha linolenic acid'],[],['463-40-1'],[],[],['alnlzr'],[5280934],['463-40-1'],"[5280934, 5461005]",[],[],[],[],,[],[],True,PubChemCompound,,['463-40-1'],[],ChemischeStof,μg/L,"PubChemCid 5280934, PubChemCid 5461005"
3,"['cis-1,3-dichloorpropeen']","['cis + trans 1,3-Dichloropropene', 'cis-1,3-dichloropropene']",[],['10061-01-5'],"['cis + trans 1,3-Dichloorpropeen', 'cis-1,3-dichloorpropeen']","['1784', '2365']",['c13DClC3e'],[5280970],['10061-01-5'],[5280970],[],[],[],[],,[],[],True,PubChemCompound,,['10061-01-5'],[],ChemischeStof,μg/L,PubChemCid 5280970
2,['octadecaanzuur'],['octadecanoic acid'],[],['57-11-4'],['octadecaanzuur'],['1636'],['C18azr'],[5281],['57-11-4'],[5281],[],[],[],[],,[],[],True,PubChemCompound,,['57-11-4'],[],ChemischeStof,μg/L,PubChemCid 5281
1,['eprosartan'],['eprosartan'],[],['133040-01-4'],[],[],['epstn'],[5281037],['133040-01-4'],[5281037],[],[],[],[],,[],[],True,PubChemCompound,,['133040-01-4'],[],ChemischeStof,μg/L,PubChemCid 5281037
1,['pyrethrin I'],['pyrethrin I.'],[],['121-21-1'],[],[],['pyrtnI'],[5281045],['121-21-1'],[5281045],[],[],[],[],,[],[],True,PubChemCompound,,['121-21-1'],[],ChemischeStof,μg/L,PubChemCid 5281045
1,['erucazuur'],['erucic acid'],[],['112-86-7'],[],[],['erczr'],[5281116],['112-86-7'],[5281116],[],[],[],[],,[],[],True,PubChemCompound,,['112-86-7'],[],ChemischeStof,μg/L,PubChemCid 5281116
1,['myristoleinezuur'],['myristoleic acid'],[],['544-64-9'],[],[],['myrslinzr'],[5281119],['544-64-9'],[5281119],[],[],[],[],,[],[],True,PubChemCompound,,['544-64-9'],[],ChemischeStof,μg/L,PubChemCid 5281119
1,['cis-15-tetracoseenzuur'],['cis-15-tetracosenoic acid'],[],['506-37-6'],[],[],['c15C24ezr'],[5281120],['506-37-6'],[5281120],[],[],[],[],,[],[],True,PubChemCompound,,['506-37-6'],[],ChemischeStof,μg/L,PubChemCid 5281120
1,['pyrethrin II'],['pyrethrin II'],[],['121-29-9'],[],[],['pyrtnII'],[5281555],['121-29-9'],[5281555],[],[],[],[],,[],[],True,PubChemCompound,,['121-29-9'],[],ChemischeStof,μg/L,PubChemCid 5281555
1,['daidzeine'],['daidzeine'],[],['486-66-8'],[],[],['daizine'],[5281708],['486-66-8'],[5281708],[],[],[],[],,[],[],True,PubChemCompound,,['486-66-8'],[],ChemischeStof,μg/L,PubChemCid 5281708
3,['cyhalothrin'],['cyhalothrin'],['CYHALOTHRIN'],"['68085-85-8', '91465-08-6']",['cyhalothrin'],['8143'],['cyhltn'],[5281873],['68085-85-8'],[5281873],[],['cyhalothrin'],[],[],,[],[],True,PubChemCompound,,['68085-85-8'],[],ChemischeStof,μg/L,PubChemCid 5281873
1,[],['tefluthrine'],[],['79538-32-2'],['tefluthrine'],['8559'],[],[5281874],['79538-32-2'],[5281874],[],[],[],[],µg/L,['79538-32-2'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 5281874
2,['hydramethylnon'],['hydramethylnon'],['HYDRAMETHYLNON'],['67485-29-4'],[],[],['hydC1ynn'],[5281875],['67485-29-4'],[5281875],[],['hydramethylnon'],[],[],,[],[],True,PubChemCompound,,['67485-29-4'],[],ChemischeStof,μg/L,PubChemCid 5281875
1,[],['Spiramycin II'],[],['24916-51-6'],['Spiramycine II'],['6376'],[],[5282173],['24916-51-6'],"[5282173, 5284620, 6427056, 49787020]",[],[],[],[],µg/L,[],[],True,PubChemCompound,,[],[],,μg/L,"PubChemCid 5282173, PubChemCid 5284620, PubChemCid 6427056, PubChemCid 49787020"
1,[],['hydropene'],[],['65733-18-8'],['hydropeen'],['8369'],[],[5282198],['65733-18-8'],[5282198],[],[],[],[],µg/L,[],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 5282198
1,[],"['trans 4,4-dinitrostilben 2,2-disulfonate']",[],['128-42-7'],"['trans-4,4-dinitrostilben-2,2-disulfonaat']",['6106'],[],[5282251],['128-42-7'],[5282251],[],[],[],[],µg/L,[],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 5282251
1,"['trans-9,12-octadecadieenzuur']","['trans-9,12-octadecadienoic acid']",[],['506-21-8'],[],[],['t912C18aDzr'],[5282457],['506-21-8'],[5282457],[],[],[],[],,[],[],True,PubChemCompound,,['506-21-8'],[],ChemischeStof,μg/L,PubChemCid 5282457
1,['tilmicosine'],['tilmicosin'],[],['108050-54-0'],[],[],['tilmcsne'],[5282521],['108050-54-0'],"[5282521, 6426612, 6436128, 6852032, 16667713, 45357310, 46783806, 53394823, 71433631, 91927692, 101606512, 123133899, 125462886, 126969108, 134694040, 137705043]",[],[],[],[],,[],[],True,PubChemCompound,,['108050-54-0'],[],ChemischeStof,μg/L,"PubChemCid 5282521, PubChemCid 6426612, PubChemCid 6436128, PubChemCid 6852032, PubChemCid 16667713, PubChemCid 45357310, PubChemCid 46783806, PubChemCid 53394823, PubChemCid 71433631, PubChemCid 91927692, PubChemCid 101606512, PubChemCid 123133899, PubChemCid 125462886, PubChemCid 126969108, PubChemCid 134694040, PubChemCid 137705043"
1,['9-hexadeceenzuur'],['9-hexadecenoic acid'],[],['2091-29-4'],[],[],['9C16ezr'],[5282745],['2091-29-4'],[5282745],[],[],[],[],,[],[],True,PubChemCompound,,['2091-29-4'],[],ChemischeStof,μg/L,PubChemCid 5282745
1,['cis-11-eicoseenzuur'],['cis-11-eicosoic acid'],[],['5561-99-9'],[],[],['c11C20ezr'],[5282768],['5561-99-9'],[5282768],[],[],[],[],,[],[],True,PubChemCompound,,['5561-99-9'],[],ChemischeStof,μg/L,PubChemCid 5282768
1,"['cis-13,16-docosadieenzuur']","['cis-13,16-docosadienoic acid']",[],['7370-49-2'],[],[],['c1316C22aDzr'],[5282807],['7370-49-2'],[5282807],[],[],[],[],,[],[],True,PubChemCompound,,['7370-49-2'],[],ChemischeStof,μg/L,PubChemCid 5282807
1,['2-trans-4-trans-decadienal'],['2-trans-4-trans decadienal'],[],['25152-84-5'],[],[],['2t4tDcdeal'],[5283349],['25152-84-5'],[5283349],[],[],[],[],,[],[],True,PubChemCompound,,['25152-84-5'],[],ChemischeStof,μg/L,PubChemCid 5283349
1,['3-decylacroleine'],['3-decylacrolein'],[],['7774-82-5'],[],[],['3C10yacline'],[5283363],['7774-82-5'],[5283363],[],[],[],[],,[],[],True,PubChemCompound,,['7774-82-5'],[],ChemischeStof,μg/L,PubChemCid 5283363
1,['9-octadecenal'],['9-octadecenal'],[],['5090-41-5'],[],[],['9C18eal'],[5283381],['5090-41-5'],[5283381],[],[],[],[],,[],[],True,PubChemCompound,,['5090-41-5'],[],ChemischeStof,μg/L,PubChemCid 5283381
1,['C.I. Direct Black 38'],['CI Direct Black 38'],[],['1937-37-7'],[],[],['cidbk38'],[5284349],['1937-37-7'],[5284349],[],[],[],[],,[],[],True,PubChemCompound,,['1937-37-7'],[],ChemischeStof,μg/L,PubChemCid 5284349
1,['calciumchloride'],['calcium chloride'],[],['10043-52-4'],[],[],['CaCl2'],[5284359],['10043-52-4'],[5284359],[],[],[],['Alias and CAS both have CID but do not overlap'],,[],[],True,PubChemCompound,,['10043-52-4'],[],ChemischeStof,μg/L,PubChemCid 5284359
1,[],['trans-1-chloro-1-propene'],[],['16136-85-9'],['trans-1-chloor-1-propeen'],['2381'],[],[5284364],['16136-85-9'],[5284364],[],[],[],[],µg/L,['16136-85-9'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 5284364
2,['codeine'],"['code ‹ne', 'codeine']",[],['76-57-3'],['code‹ne'],['6126'],['codine'],[5284371],['76-57-3'],[5284371],[],[],[],[],,[],[],True,PubChemCompound,,['76-57-3'],[],ChemischeStof,μg/L,PubChemCid 5284371
3,['cis-tetrachloorvinfos (Z-isomeer)'],"['cis-tetrachlorvinphos (Z-isomer)', 'tetrachlorvinphos']",['TETRACHLOORVINFOS'],"['22248-79-9', '961-11-5']",['tetrachloorvinfos'],['8572'],['cT4Clvfs'],[5284462],"['22248-79-9', '961-11-5']",[5284462],[],['tetrachloorvinfos'],[],[],µg/L,['961-11-5'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 5284462
2,['toxafeen'],['toxaphene'],[],['8001-35-2'],['toxafeen'],['8592'],['toxafn'],[5284469],['8001-35-2'],[5284469],[],[],[],[],,[],[],True,PubChemCompound,,['8001-35-2'],[],ChemischeStof,μg/L,PubChemCid 5284469
6,"['metiram', 'zineb']","['carbatene', 'metiram', 'zineb']","['METIRAM', 'ZINEB']","['12122-67-7', '9006-42-2']","['carbateen', 'zineb']","['8077', '8621']","['metrm', 'zinb']",[5284484],"['12122-67-7', '9006-42-2']",[5284484],[],"['metiram', 'zineb']",[],[],,[],[],True,PubChemCompound,,['9006-42-2'],[],ChemischeStof,μg/L,PubChemCid 5284484
2,['levetiracetam'],"['Levetiracetam', 'levetiracetam']",[],['102767-28-2'],['Levetiracetam'],['6391'],['levtrctm'],[5284583],['102767-28-2'],[5284583],[],[],[],[],,[],[],True,PubChemCompound,,['102767-28-2'],[],ChemischeStof,μg/L,PubChemCid 5284583
1,[],['Spiramycin III'],[],['24916-52-7'],['Spiramycine III'],['6377'],[],[5284621],['24916-52-7'],"[5284621, 6427040, 6440708, 53297409, 133268490, 146158359, 154731923]",[],[],[],[],µg/L,[],[],True,PubChemCompound,,[],[],,μg/L,"PubChemCid 5284621, PubChemCid 6427040, PubChemCid 6440708, PubChemCid 53297409, PubChemCid 133268490, PubChemCid 146158359, PubChemCid 154731923"
2,['morfine'],['morphine'],[],['57-27-2'],['morfine'],['6123'],['morfne'],[5288826],['57-27-2'],[5288826],[],[],[],[],,[],[],True,PubChemCompound,,['57-27-2'],[],ChemischeStof,μg/L,PubChemCid 5288826
1,['trifluor-3-(hexafluor-3-(trifluormethoxy)propoxy)propaanzuur'],['trifluoro-3- (hexafluoro-3-\xa0(\xa0trifluoromethoxy) propoxy) propanoic acid'],[],['919005-14-4'],[],[],['DONA'],[52915299],['919005-14-4'],[52915299],[],[],[],[],,[],[],True,PubChemCompound,,['919005-14-4'],[],ChemischeStof,μg/L,PubChemCid 52915299
3,['methyl-metsulfuron'],"['methyl metsulfuron', 'metsulfuron-methyl']",['METSULFURON_METHYL'],['74223-64-6'],['metsulfuron-methyl'],['8438'],['C1ymsfrn'],[52999],['74223-64-6'],[52999],[],['metsulfuron-methyl'],[],[],,[],[],True,PubChemCompound,,[],['74223-64-6'],,μg/L,PubChemCid 52999
1,[],"[""2,3,4 ', 5-tetrachlorobiphenyl""]",[],['74472-34-7'],"[""2,3,4',5-tetrachloorbifenyl""]",['1255'],[],[53035],['74472-34-7'],[53035],[],[],[],[],µg/L,['74472-34-7'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 53035
2,"[""2,3,4,4',5-pentachloorbifenyl""]","[""2,3,\xa04,4 ', 5-pentachloorbifenyl""]",[],['74472-37-0'],"[""2,3,4,4',5-pentachloorbifenyl""]",['1306'],['PCB114'],[53036],['74472-37-0'],[53036],[],[],[],[],,[],[],True,PubChemCompound,,['74472-37-0'],[],ChemischeStof,μg/L,PubChemCid 53036
